iter	F1	Logloss
883	0.8098522394	0.4611684605
884	0.8098531359	0.461155272
885	0.8098715599	0.4611495093
886	0.8098713691	0.461145799
887	0.8098845825	0.4611321089
888	0.8098867728	0.4611276607
889	0.8098990021	0.4611160064
890	0.8099107316	0.4610985278
891	0.8099022094	0.4610855446
892	0.8099152164	0.4610775589
893	0.8099206328	0.4610646029
894	0.8099261011	0.4610574841
895	0.8099256526	0.4610496995
896	0.8099111106	0.4610434726
897	0.8099192876	0.4610288258
898	0.8099582412	0.4610243286
899	0.8099509259	0.4610147098
900	0.8099517193	0.4610027829
901	0.8099628974	0.4609928744
902	0.8099630014	0.4609841547
903	0.8099694196	0.46097028
904	0.8099794079	0.4609624712
905	0.8099565505	0.4609465512
906	0.8099641588	0.4609404235
907	0.8099681581	0.460916503
908	0.8099830096	0.4609035976
909	0.809987685	0.4608941374
910	0.8100005009	0.460881817
911	0.8099909621	0.4608730877
912	0.8099951888	0.4608660846
913	0.8099893122	0.4608590048
914	0.8099704082	0.4608465368
915	0.8099834868	0.460841836
916	0.8099941858	0.4608297499
917	0.8099940815	0.4608217691
918	0.8100047076	0.4608136571
919	0.8100113671	0.4608043413
920	0.8100167321	0.4607971487
921	0.8100099373	0.4607884553
922	0.8100126306	0.4607812303
923	0.8100123385	0.4607734437
924	0.8100191335	0.4607694045
925	0.8100232042	0.4607638613
926	0.8100284122	0.4607532509
927	0.8100348097	0.4607466014
928	0.8100380869	0.4607388096
929	0.8100278586	0.4607368449
930	0.8100318767	0.4607310178
931	0.8100484721	0.4607161567
932	0.810014457	0.4606860104
933	0.8100287263	0.4606775946
934	0.8100187891	0.4606733204
935	0.8100267433	0.4606530185
936	0.8100404067	0.4606413585
937	0.8100370769	0.4606339666
938	0.8100420454	0.4606261758
939	0.8100438413	0.4606160674
940	0.8100549154	0.4606102944
941	0.8100832196	0.4605959799
942	0.8100787007	0.460587333
943	0.8100858089	0.4605780688
944	0.8100876053	0.4605623574
945	0.8100709526	0.460549056
946	0.8100829003	0.4605389965
947	0.8100835073	0.4605330012
948	0.8100801249	0.4605181369
949	0.8100801775	0.4605125181
950	0.8100736231	0.4605057954
951	0.8100811002	0.4604880367
952	0.8100837424	0.4604830527
953	0.8100830265	0.4604757125
954	0.8100912202	0.4604713677
955	0.810116249	0.4604574354
956	0.8101237545	0.4604524912
957	0.8101196845	0.4604463168
958	0.8101121507	0.4604285468
959	0.8101129965	0.4604200753
960	0.8101238597	0.4604085421
961	0.8101124405	0.4603961599
962	0.8101119912	0.4603927799
963	0.8101062813	0.4603785214
964	0.8101045369	0.4603686097
965	0.8101069689	0.4603568342
966	0.8101192073	0.460345067
967	0.810124256	0.4603282059
968	0.8101153737	0.4603207882
969	0.8101184932	0.4603087494
970	0.8100986137	0.4602956002
971	0.8101209781	0.4602855948
972	0.8101213746	0.4602788097
973	0.8101236215	0.4602723844
974	0.810144637	0.4602610214
975	0.8101599169	0.4602530599
976	0.8101809844	0.4602462939
977	0.8101819366	0.4602435809
978	0.810179505	0.4602381678
979	0.8101816997	0.4602316459
980	0.8101815934	0.4602289831
981	0.8101966853	0.4602170534
982	0.8102123554	0.4602044304
983	0.8102082324	0.4601967729
984	0.8102158155	0.4601840477
985	0.8102054049	0.4601770546
986	0.8102009387	0.4601757123
987	0.8102117761	0.4601692127
988	0.810213125	0.4601583201
989	0.810225601	0.4601510052
990	0.8102201823	0.4601477749
991	0.8102211349	0.4601388604
992	0.8102298308	0.4601292888
993	0.8102384197	0.4601248897
994	0.8102406682	0.4601242112
995	0.8102415677	0.4601202428
996	0.8102440522	0.4601094695
997	0.8102398757	0.4601014195
998	0.8102354633	0.4600948361
999	0.8102450051	0.4600866801
